energy (keV); transmission
1.0; 0.0
1.1; 0.0
1.2000000000000002; 0.0
1.3000000000000003; 0.0
1.4000000000000004; 0.0
1.5000000000000004; 0.0
1.6000000000000005; 0.0
1.7000000000000006; 0.0
1.8000000000000007; 0.0
1.9000000000000008; 0.0
2.000000000000001; 0.0
2.100000000000001; 0.0
2.200000000000001; 0.0
2.300000000000001; 0.0
2.4000000000000012; 0.0
2.5000000000000013; 0.0
2.6000000000000014; 0.0
2.7000000000000015; 0.0
2.8000000000000016; 0.0
2.9000000000000017; 0.0
3.0000000000000018; 0.0
3.100000000000002; 0.0
3.200000000000002; 0.0
3.300000000000002; 0.0
3.400000000000002; 0.0
3.500000000000002; 0.0
3.6000000000000023; 0.0
3.7000000000000024; 0.0
3.8000000000000025; 0.0
3.9000000000000026; 0.0
4.000000000000003; 0.0
4.100000000000003; 0.0
4.200000000000003; 0.0
4.3000000000000025; 0.0
4.400000000000003; 0.0
4.5000000000000036; 0.0
4.600000000000003; 0.0
4.700000000000003; 0.0
4.800000000000003; 0.0
4.900000000000004; 0.0
5.0000000000000036; 0.0
5.100000000000003; 0.0
5.200000000000004; 0.0
5.300000000000004; 0.0
5.400000000000004; 0.0
5.5000000000000036; 2.440487306e-315
5.600000000000004; 2.6713108932414817e-300
5.700000000000005; 3.2948101497968854e-286
5.800000000000004; 5.308736992341121e-273
5.900000000000004; 1.2836686531476356e-260
6.000000000000004; 0.0
6.100000000000005; 0.0
6.200000000000005; 0.0
6.300000000000004; 0.0
6.400000000000005; 0.0
6.500000000000005; 0.0
6.600000000000005; 0.0
6.700000000000005; 0.0
6.800000000000005; 0.0
6.900000000000006; 6.91435e-319
7.000000000000005; 5.837858420121477e-306
7.100000000000005; 2.0695371974261032e-293
7.2000000000000055; 0.0
7.300000000000006; 0.0
7.400000000000006; 0.0
7.500000000000005; 0.0
7.600000000000006; 0.0
7.700000000000006; 0.0
7.800000000000006; 0.0
7.900000000000006; 7.5537e-319
8.000000000000007; 8.882266451588785e-308
8.100000000000007; 2.6496735545722957e-297
8.200000000000006; 2.0981719435608772e-287
8.300000000000006; 4.9315107888907814e-278
8.400000000000006; 0.0
8.500000000000007; 0.0
8.600000000000007; 0.0
8.700000000000006; 0.0
8.800000000000008; 0.0
8.900000000000007; 0.0
9.000000000000007; 0.0
9.100000000000007; 0.0
9.200000000000006; 0.0
9.300000000000008; 0.0
9.400000000000007; 0.0
9.500000000000007; 0.0
9.600000000000009; 0.0
9.700000000000008; 0.0
9.800000000000008; 0.0
9.900000000000007; 0.0
10.000000000000007; 0.0
10.100000000000009; 0.0
10.200000000000008; 0.0
10.300000000000008; 0.0
10.40000000000001; 0.0
10.500000000000009; 0.0
10.600000000000009; 9.4e-323
10.700000000000008; 6.231876293e-315
10.800000000000008; 2.405557358777229e-307
10.90000000000001; 5.43648226541103e-300
11.000000000000009; 7.330354048700341e-293
11.100000000000009; 6.00513107060157e-286
11.20000000000001; 3.041551468030314e-279
11.30000000000001; 9.685857542689571e-273
11.40000000000001; 1.9709162649872584e-266
11.500000000000009; 2.602766606534677e-260
11.600000000000009; 2.2642915064646663e-254
11.70000000000001; 1.3164551765225724e-248
11.80000000000001; 5.186402584798055e-243
11.90000000000001; 1.4031210844658006e-237
12.00000000000001; 2.6403215452152825e-232
12.10000000000001; 3.498689951780299e-227
12.20000000000001; 3.303648819985473e-222
12.30000000000001; 2.2484408330371163e-217
12.40000000000001; 1.1151720521135797e-212
12.50000000000001; 4.073525202441558e-208
12.60000000000001; 1.1071107587786707e-203
