energy (keV); transmission
1.0; 0.0
1.1; 0.0
1.2000000000000002; 0.0
1.3000000000000003; 0.0
1.4000000000000004; 0.0
1.5000000000000004; 0.0
1.6000000000000005; 0.0
1.7000000000000006; 0.0
1.8000000000000007; 0.0
1.9000000000000008; 0.0
2.000000000000001; 0.0
2.100000000000001; 0.0
2.200000000000001; 0.0
2.300000000000001; 0.0
2.4000000000000012; 0.0
2.5000000000000013; 0.0
2.6000000000000014; 0.0
2.7000000000000015; 0.0
2.8000000000000016; 0.0
2.9000000000000017; 0.0
3.0000000000000018; 0.0
3.100000000000002; 0.0
3.200000000000002; 0.0
3.300000000000002; 0.0
3.400000000000002; 0.0
3.500000000000002; 0.0
3.6000000000000023; 0.0
3.7000000000000024; 0.0
3.8000000000000025; 0.0
3.9000000000000026; 0.0
4.000000000000003; 0.0
4.100000000000003; 0.0
4.200000000000003; 0.0
4.3000000000000025; 1.0062938384152207e-308
4.400000000000003; 4.155524055376777e-290
4.5000000000000036; 5.276031612198768e-273
4.600000000000003; 2.926265558693717e-257
4.700000000000003; 9.659291038252674e-243
4.800000000000003; 2.4932601408042412e-229
4.900000000000004; 6.40814601151064e-217
5.0000000000000036; 2.0323423441361854e-205
5.100000000000003; 1.2718336437368045e-194
5.200000000000004; 1.361799395583237e-184
5.300000000000004; 2.916226471544902e-175
5.400000000000004; 1.4361810178711817e-166
5.5000000000000036; 1.843625370677066e-158
5.600000000000004; 6.903882557866871e-151
5.700000000000005; 8.346102361733007e-144
5.800000000000004; 3.5689985745929054e-137
5.900000000000004; 5.863563513314743e-131
6.000000000000004; 7.61605297155866e-229
6.100000000000005; 6.530535979144364e-224
6.200000000000005; 2.586693178716433e-218
6.300000000000004; 3.606491299668593e-212
6.400000000000005; 1.3352058991023828e-205
6.500000000000005; 9.955526716254646e-199
6.600000000000005; 1.8202871071153648e-195
6.700000000000005; 3.535324732982237e-188
6.800000000000005; 6.749175882858335e-181
6.900000000000006; 1.0627424382371817e-173
7.000000000000005; 1.1936292056062696e-166
7.100000000000005; 8.509703832205611e-160
7.2000000000000055; 0.0
7.300000000000006; 0.0
7.400000000000006; 0.0
7.500000000000005; 0.0
7.600000000000006; 0.0
7.700000000000006; 0.0
7.800000000000006; 0.0
7.900000000000006; 0.0
8.000000000000007; 0.0
8.100000000000007; 0.0
8.200000000000006; 0.0
8.300000000000006; 0.0
8.400000000000006; 0.0
8.500000000000007; 0.0
8.600000000000007; 0.0
8.700000000000006; 0.0
8.800000000000008; 1.454376e-318
8.900000000000007; 2.2272953764717e-309
9.000000000000007; 1.488266526388546e-300
9.100000000000007; 4.533729063176938e-292
9.200000000000006; 6.559615185951446e-284
9.300000000000008; 4.683236957726007e-276
9.400000000000007; 1.7099274598410285e-268
9.500000000000007; 3.3014314764413652e-261
9.600000000000009; 3.478067938723627e-254
9.700000000000008; 2.0590255373753416e-247
9.800000000000008; 7.041593800565621e-241
9.900000000000007; 1.4277112470798013e-234
10.000000000000007; 1.7586204961772202e-228
10.100000000000009; 1.3491944660464651e-222
10.200000000000008; 6.561082270074375e-217
10.300000000000008; 2.0605173738788496e-211
10.40000000000001; 4.25390461169478e-206
10.500000000000009; 5.871541200624683e-201
10.600000000000009; 5.506346766332282e-196
10.700000000000008; 3.5627668431736714e-191
10.800000000000008; 1.6139053248386205e-186
10.90000000000001; 5.190340242290655e-182
11.000000000000009; 1.200943823979079e-177
11.100000000000009; 2.0247763285314835e-173
11.20000000000001; 2.5178370718874784e-169
11.30000000000001; 2.3361807535428124e-165
