energy (keV); transmission
1.0; 0.0
1.1; 0.0
1.2000000000000002; 0.0
1.3000000000000003; 0.0
1.4000000000000004; 0.0
1.5000000000000004; 0.0
1.6000000000000005; 0.0
1.7000000000000006; 0.0
1.8000000000000007; 0.0
1.9000000000000008; 0.0
2.000000000000001; 0.0
2.100000000000001; 0.0
2.200000000000001; 0.0
2.300000000000001; 0.0
2.4000000000000012; 0.0
2.5000000000000013; 0.0
2.6000000000000014; 0.0
2.7000000000000015; 0.0
2.8000000000000016; 0.0
2.9000000000000017; 0.0
3.0000000000000018; 0.0
3.100000000000002; 3.431540814e-315
3.200000000000002; 3.960609185981819e-289
3.300000000000002; 6.1369916256727194e-266
3.400000000000002; 3.143376355705238e-245
3.500000000000002; 1.1335343074356955e-226
3.6000000000000023; 5.4456240411827947e-210
3.7000000000000024; 5.984795597586574e-195
3.8000000000000025; 2.3847888240849382e-181
3.9000000000000026; 5.109461319983788e-169
4.000000000000003; 8.257631587721418e-158
4.100000000000003; 1.725501451945998e-147
4.200000000000003; 4.511227452012813e-138
4.3000000000000025; 1.8465478260787472e-129
4.400000000000003; 1.4390913715238097e-121
4.5000000000000036; 2.534360800657813e-114
4.600000000000003; 1.1722429178384974e-107
4.700000000000003; 1.625730759150213e-101
4.800000000000003; 7.598711612466479e-96
4.900000000000004; 1.327519762396565e-90
5.0000000000000036; 0.0
5.100000000000003; 0.0
5.200000000000004; 0.0
5.300000000000004; 0.0
5.400000000000004; 0.0
5.5000000000000036; 0.0
5.600000000000004; 0.0
5.700000000000005; 0.0
5.800000000000004; 0.0
5.900000000000004; 0.0
6.000000000000004; 0.0
6.100000000000005; 0.0
6.200000000000005; 0.0
6.300000000000004; 0.0
6.400000000000005; 0.0
6.500000000000005; 1.020718857187e-312
6.600000000000005; 3.5672581280115754e-300
6.700000000000005; 1.7091124533579646e-288
6.800000000000005; 1.403498489413371e-277
6.900000000000006; 2.3973098377540896e-267
7.000000000000005; 1.0078177115115209e-257
7.100000000000005; 1.207475141580003e-248
7.2000000000000055; 3.3407637021441283e-240
7.300000000000006; 4.751165693699231e-232
7.400000000000006; 2.701024285239644e-224
7.500000000000005; 6.6930586743911685e-217
7.600000000000006; 7.801511030334774e-210
7.700000000000006; 4.5746034820159223e-203
7.800000000000006; 1.4317830496419952e-196
7.900000000000006; 2.520390201157068e-190
8.000000000000007; 2.6133508918863494e-184
8.100000000000007; 1.6568244271998794e-178
8.200000000000006; 6.526496995849161e-173
8.300000000000006; 1.6177172212225914e-167
8.400000000000006; 2.556250324179005e-162
8.500000000000007; 2.6094768409337585e-157
8.600000000000007; 1.744169319471829e-152
8.700000000000006; 7.73694572851874e-148
8.800000000000008; 2.3085922343904403e-143
8.900000000000007; 4.6960652726592704e-139
9.000000000000007; 6.599021362040359e-135
9.100000000000007; 6.490066294711132e-131
9.200000000000006; 4.524890082951644e-127
9.300000000000008; 2.264680652241162e-123
9.400000000000007; 8.237040490546316e-120
9.500000000000007; 2.2033921532907e-116
9.600000000000009; 4.3854987930928673e-113
9.700000000000008; 6.568365740029931e-110
9.800000000000008; 7.484491715653016e-107
9.900000000000007; 6.557502503586055e-104
10.000000000000007; 4.463118706870955e-101
10.100000000000009; 2.3836166705174118e-98
10.200000000000008; 1.0102916251774132e-95
10.300000000000008; 3.435400751769032e-93
10.40000000000001; 9.468212321915601e-91
10.500000000000009; 2.135540086903367e-88
10.600000000000009; 3.9778834059700164e-86
10.700000000000008; 6.17217019327897e-84
10.800000000000008; 8.042626264298765e-82
10.90000000000001; 8.868975861830035e-80
