energy (kev); u_mass (cm2/g); u_linear (cm-1); optimal_thickness (mm)
1.0; 5601.406021812943; 24478.144315322563; 0.0008170554002118787
1.1; 4396.906494256117; 19214.481379899233; 0.0010408815936568821
1.2000000000000002; 3525.064955493172; 15404.533855505162; 0.0012983190655167112
1.3000000000000003; 2876.6669768818088; 12571.034688973505; 0.0015909589381328095
1.4000000000000004; 2383.2672686591027; 10414.877964040279; 0.0019203297502913162
1.5000000000000004; 2000.374583132798; 8741.636928290327; 0.0022879010148859572
1.6000000000000005; 1901.0904076296101; 8307.765081341397; 0.0024073863192061685
1.7000000000000006; 1627.0368109551257; 7110.1508638739; 0.002812879836575392
1.8000000000000007; 1404.7366995974419; 6138.699377240821; 0.003258019129288175
1.9000000000000008; 1222.1331492316738; 5340.7218621424145; 0.003744812127695611
2.000000000000001; 1070.4629204822447; 4677.9229625074095; 0.004275401745667017
2.100000000000001; 940.5957987261373; 4110.40364043322; 0.00486570219120672
2.200000000000001; 831.154863038851; 3632.1467514797787; 0.005506385443223562
2.300000000000001; 738.2754420093805; 3226.263681580993; 0.006199121328545358
2.4000000000000012; 658.9388814340102; 2879.5629118666247; 0.00694549853992784
2.5000000000000013; 590.763229114311; 2581.635311229539; 0.007747027596424812
2.6000000000000014; 531.8515513546272; 2324.191279419721; 0.00860514372336574
2.7000000000000015; 480.68042405463984; 2100.5734531187763; 0.009521209539378628
2.8000000000000016; 436.0169022335378; 1905.3938627605603; 0.010496517486953448
2.9000000000000017; 396.8559804824723; 1734.260634708404; 0.01153229197488114
3.0000000000000018; 362.3729954030107; 1583.5699899111567; 0.012629691221366264
3.100000000000002; 331.3873203278894; 1448.1625898328768; 0.013810603961470977
3.200000000000002; 303.9225144288331; 1328.1413880540006; 0.01505863771725697
3.300000000000002; 279.4843478615898; 1221.3466001551476; 0.016375367972907444
3.400000000000002; 257.66043491478024; 1125.9761005775897; 0.017762366350174433
3.500000000000002; 238.1047554047282; 1040.5177811186622; 0.019221199640142593
3.6000000000000023; 220.52542662279964; 963.6961143416345; 0.020753430155379782
3.7000000000000024; 204.67499814547466; 894.4297418957243; 0.022360616002784564
3.8000000000000025; 190.3426962264818; 831.7975825097254; 0.024044311285030887
3.9000000000000026; 177.3481861483605; 775.0115734683354; 0.025806066237818757
4.000000000000003; 165.53652488758047; 723.3946137587267; 0.0276474273095301
4.100000000000003; 154.66109426320605; 675.8689819302105; 0.029591534061649216
4.200000000000003; 144.73692153518732; 632.5003471087686; 0.031620536006695156
4.3000000000000025; 135.66140006421992; 592.8403182806411; 0.0337358971434401
4.400000000000003; 127.34498138665822; 556.4975686596964; 0.035939060880659825
4.5000000000000036; 119.7092719202357; 523.12951829143; 0.03823144995778695
4.600000000000003; 112.6854398228397; 492.4353720258095; 0.04061446666132619
4.700000000000003; 106.21287733627557; 464.15027395952427; 0.04308949304152318
4.800000000000003; 100.23807332685696; 438.04038043836493; 0.045657891128633346
4.900000000000004; 94.7136595004637; 413.8986920170264; 0.04832100314822272
5.0000000000000036; 628.1866179045552; 2745.1755202429063; 0.007285508650547163
5.100000000000003; 613.1900651263535; 2679.640584602165; 0.007463687523962963
5.200000000000004; 593.1935874786627; 2592.2559772817563; 0.007715287446640216
5.300000000000004; 569.7542788574242; 2489.8261986069438; 0.008032689193803965
5.400000000000004; 544.2364380792769; 2378.31323440644; 0.008409321241064966
5.5000000000000036; 538.3505985102951; 2352.5921154899897; 0.00850126116988812
5.600000000000004; 511.0244483124134; 2233.1768391252467; 0.008955851435318558
5.700000000000005; 484.42619042821207; 2116.9424521712867; 0.009447587949066152
5.800000000000004; 459.07067131191195; 2006.1388336330554; 0.009969399756735988
5.900000000000004; 435.3190642865738; 1902.3443109323275; 0.010513343922582616
6.000000000000004; 413.40931962996495; 1806.5987267829469; 0.01107052700940096
6.100000000000005; 393.4253963438923; 1719.2689820228095; 0.011632851060029571
6.200000000000005; 375.17533066061816; 1639.5161949869014; 0.012198720611088436
6.300000000000004; 358.43842229324576; 1566.375905421484; 0.012768327149809135
6.400000000000005; 343.02700456379074; 1499.0280099437655; 0.013341978847179966
6.500000000000005; 328.7807971959391; 1436.7720837462539; 0.013920092286211324
6.600000000000005; 315.5623481139032; 1379.007461257757; 0.01450318476287178
6.700000000000005; 303.2533329883931; 1325.2170651592778; 0.015091867231272186
6.800000000000005; 291.75153442509435; 1274.9542054376623; 0.01568683793872774
6.900000000000006; 280.9683627559137; 1227.8317452433428; 0.016288876776057146
7.000000000000005; 270.82681079539077; 1183.5131631758577; 0.016898840352845494
7.100000000000005; 261.2597581431917; 1141.7051430857477; 0.017517657795553875
7.2000000000000055; 252.36348873427136; 1102.828445768766; 0.018135186915729476
7.300000000000006; 243.771785618984; 1065.2827031549602; 0.018774359088688516
7.400000000000006; 235.59973902274282; 1029.570859529386; 0.019425569221279186
7.500000000000005; 227.80773190347685; 995.5197884181939; 0.020090007484209325
7.600000000000006; 220.36089340593952; 962.9771041839557; 0.02076892577518586
7.700000000000006; 213.22849146609497; 931.808507706835; 0.021463637469054303
7.800000000000006; 206.38341312193072; 901.8955153428373; 0.02217551773987634
7.900000000000006; 199.80171804924623; 873.1335078752061; 0.022906004430720498
8.000000000000007; 193.4622534766127; 845.4300476927974; 0.023656599448506198
8.100000000000007; 187.3479376559943; 818.710487556695; 0.02442865983027366
8.200000000000006; 181.4514191013381; 792.9427014728475; 0.02522250342029897
8.300000000000006; 175.76690823670958; 768.1013889944209; 0.026038229179852806
8.400000000000006; 170.28844100567883; 744.1604871948165; 0.026875923062499453
8.500000000000007; 165.0099358548782; 721.0934196858177; 0.027735657342032122
8.600000000000007; 159.9252428958662; 698.8733114549353; 0.02861748999738365
8.700000000000006; 155.02818616115064; 677.4731735242283; 0.029521464142941073
8.800000000000008; 150.31259971703886; 656.8660607634598; 0.03044760750274489
8.900000000000007; 145.77235832682555; 637.0252058882277; 0.03139593192723554
9.000000000000007; 141.40140329273999; 617.9241323892737; 0.032366432951352345
9.100000000000007; 137.1937640442355; 599.5367488733092; 0.03335908939291107
9.200000000000006; 133.14357598372877; 581.8374270488947; 0.03437386299028732
9.300000000000008; 129.2450950488151; 564.801065363322; 0.035410698078507545
