0.000000000000000000e+00;1.499999999999999866e-08
4.987499999999999711e-01;1.499999999999999866e-08
9.975100000000001188e-01;2.460000000000000058e-07
1.496300000000000185e+00;3.110000000000000187e-07
1.994999999999999885e+00;3.959999999999999990e-07
2.493799999999999795e+00;4.130000000000000057e-07
2.992499999999999716e+00;4.189999999999999800e-07
3.491300000000000292e+00;4.309999999999999816e-07
3.989999999999999769e+00;4.610000000000000120e-07
4.488800000000000345e+00;5.169999999999999840e-07
4.987499999999999822e+00;4.560000000000000069e-07
5.486299999999999955e+00;4.929999999999999809e-07
5.984999999999999432e+00;4.789999999999999879e-07
6.483799999999999564e+00;5.269999999999999942e-07
6.982499999999999929e+00;4.669999999999999863e-07
7.481300000000000061e+00;4.599999999999999898e-07
7.979999999999999538e+00;4.789999999999999879e-07
8.478799999999999670e+00;4.359999999999999866e-07
8.977600000000000691e+00;4.409999999999999917e-07
9.476300000000000168e+00;4.239999999999999850e-07
9.975100000000001188e+00;4.619999999999999812e-07
1.047400000000000020e+01;4.330000000000000259e-07
1.097300000000000075e+01;3.829999999999999753e-07
1.147100000000000009e+01;4.390000000000000003e-07
1.196999999999999886e+01;4.590000000000000205e-07
1.246899999999999942e+01;4.440000000000000053e-07
1.296799999999999997e+01;4.350000000000000174e-07
1.346600000000000108e+01;4.210000000000000244e-07
1.396499999999999986e+01;3.680000000000000130e-07
1.446399999999999864e+01;3.759999999999999788e-07
1.496300000000000097e+01;3.859999999999999889e-07
1.546100000000000030e+01;3.990000000000000126e-07
1.595999999999999908e+01;3.890000000000000025e-07
1.645900000000000318e+01;4.099999999999999920e-07
1.695800000000000196e+01;4.300000000000000123e-07
1.745599999999999952e+01;4.230000000000000158e-07
1.795499999999999829e+01;4.680000000000000085e-07
1.845400000000000063e+01;5.710000000000000176e-07
1.895299999999999940e+01;6.409999999999999826e-07
1.945100000000000051e+01;7.579999999999999848e-07
1.994999999999999929e+01;9.369999999999999862e-07
2.044899999999999807e+01;1.075000000000000084e-06
2.094800000000000040e+01;1.284999999999999979e-06
2.144600000000000151e+01;1.500000000000000038e-06
2.194500000000000028e+01;1.754999999999999926e-06
