0.000000000000000000e+00;2.600000000000000121e-08
4.987499999999999711e-01;2.600000000000000121e-08
9.975100000000001188e-01;7.109999999999999477e-07
1.496300000000000185e+00;7.710000000000000085e-07
1.994999999999999885e+00;9.129999999999999830e-07
2.493799999999999795e+00;9.010000000000000344e-07
2.992499999999999716e+00;8.840000000000000278e-07
3.491300000000000292e+00;9.430000000000000134e-07
3.989999999999999769e+00;1.001000000000000030e-06
4.488800000000000345e+00;9.530000000000000236e-07
4.987499999999999822e+00;8.989999999999999900e-07
5.486299999999999955e+00;9.980000000000000162e-07
5.984999999999999432e+00;9.350000000000000477e-07
6.483799999999999564e+00;1.047000000000000098e-06
6.982499999999999929e+00;9.540000000000000987e-07
7.481300000000000061e+00;9.739999999999999072e-07
7.979999999999999538e+00;9.190000000000000103e-07
8.478799999999999670e+00;9.269999999999999761e-07
8.977600000000000691e+00;8.980000000000000208e-07
9.476300000000000168e+00;9.519999999999999484e-07
9.975100000000001188e+00;8.959999999999999764e-07
1.047400000000000020e+01;8.829999999999999526e-07
1.097300000000000075e+01;9.439999999999999827e-07
1.147100000000000009e+01;9.020000000000000037e-07
1.196999999999999886e+01;8.279999999999999498e-07
1.246899999999999942e+01;8.950000000000000071e-07
1.296799999999999997e+01;8.400000000000000043e-07
1.346600000000000108e+01;8.059999999999999911e-07
1.396499999999999986e+01;8.059999999999999911e-07
1.446399999999999864e+01;8.029999999999999774e-07
1.496300000000000097e+01;7.109999999999999477e-07
1.546100000000000030e+01;7.269999999999999851e-07
1.595999999999999908e+01;7.870000000000000459e-07
1.645900000000000318e+01;8.299999999999999942e-07
1.695800000000000196e+01;8.609999999999999939e-07
1.745599999999999952e+01;9.059999999999999865e-07
1.795499999999999829e+01;9.870000000000000369e-07
1.845400000000000063e+01;1.148999999999999926e-06
1.895299999999999940e+01;1.224999999999999918e-06
1.945100000000000051e+01;1.390000000000000032e-06
1.994999999999999929e+01;1.534000000000000051e-06
2.044899999999999807e+01;1.831999999999999993e-06
2.094800000000000040e+01;2.151999999999999894e-06
2.144600000000000151e+01;2.533000000000000143e-06
2.194500000000000028e+01;2.913999999999999968e-06
2.244399999999999906e+01;3.431999999999999921e-06
2.294300000000000139e+01;3.882999999999999923e-06
2.344099999999999895e+01;4.303000000000000137e-06
2.393999999999999773e+01;4.882000000000000014e-06
2.443900000000000006e+01;5.455999999999999939e-06
2.493799999999999883e+01;5.971999999999999742e-06
2.543599999999999994e+01;6.642000000000000104e-06
2.593499999999999872e+01;7.143000000000000051e-06
2.643399999999999750e+01;7.882000000000000090e-06
2.693299999999999983e+01;8.345999999999999375e-06
2.743100000000000094e+01;9.025000000000000836e-06
2.792999999999999972e+01;9.860000000000000464e-06
2.842899999999999849e+01;1.048200000000000061e-05
2.892799999999999727e+01;1.119500000000000039e-05
2.942600000000000193e+01;1.168700000000000008e-05
2.992500000000000071e+01;1.222699999999999999e-05
3.042399999999999949e+01;1.281699999999999943e-05
3.092299999999999827e+01;1.320000000000000067e-05
3.142099999999999582e+01;1.392000000000000056e-05
3.191999999999999815e+01;1.443799999999999966e-05
3.241900000000000404e+01;1.494300000000000076e-05
3.291800000000000637e+01;1.537200000000000122e-05
3.341600000000000392e+01;1.613500000000000052e-05
3.391499999999999915e+01;1.593400000000000025e-05
3.441400000000000148e+01;1.687299999999999922e-05
3.491299999999999670e+01;1.680400000000000039e-05
3.541100000000000136e+01;1.722999999999999936e-05
3.590999999999999659e+01;1.792900000000000063e-05
3.640899999999999892e+01;1.819500000000000113e-05
3.690800000000000125e+01;1.842800000000000042e-05
3.740599999999999881e+01;1.873900000000000134e-05
3.790500000000000114e+01;1.855399999999999888e-05
3.840400000000000347e+01;1.910599999999999969e-05
3.890299999999999869e+01;1.944200000000000122e-05
3.940099999999999625e+01;1.949499999999999885e-05
3.989999999999999858e+01;1.958100000000000107e-05
4.039900000000000091e+01;1.996100000000000082e-05
4.089799999999999613e+01;1.984500000000000058e-05
4.139700000000000557e+01;2.021799999999999853e-05
4.189500000000000313e+01;1.991999999999999901e-05
4.239399999999999835e+01;1.998400000000000043e-05
4.289300000000000068e+01;2.005700000000000126e-05
4.339200000000000301e+01;1.994299999999999862e-05
4.389000000000000057e+01;2.025900000000000034e-05
4.438899999999999579e+01;2.029000000000000055e-05
4.488799999999999812e+01;2.010999999999999889e-05
4.538699999999999335e+01;2.021999999999999953e-05
4.588500000000000512e+01;2.008199999999999848e-05
4.638400000000000034e+01;2.029999999999999876e-05
4.688300000000000267e+01;2.023900000000000053e-05
4.738199999999999790e+01;2.018099999999999872e-05
4.787999999999999545e+01;2.010099999999999948e-05
4.837899999999999778e+01;1.985499999999999879e-05
4.887800000000000011e+01;1.982500000000000077e-05
4.937699999999999534e+01;1.982500000000000077e-05
4.987500000000000000e+01;1.970300000000000092e-05
5.037400000000000233e+01;1.978800000000000096e-05
5.087300000000000466e+01;1.940699999999999901e-05
5.137199999999999989e+01;1.943700000000000042e-05
5.186999999999999744e+01;1.923999999999999875e-05
5.236899999999999977e+01;1.940999999999999881e-05
5.286799999999999500e+01;1.912500000000000070e-05
5.336699999999999733e+01;1.901400000000000125e-05
5.386500000000000199e+01;1.905299999999999868e-05
5.436400000000000432e+01;1.872399999999999895e-05
5.486299999999999955e+01;1.877100000000000036e-05
5.536200000000000188e+01;1.873700000000000035e-05
5.585999999999999943e+01;1.862499999999999871e-05
5.635900000000000176e+01;1.840800000000000062e-05
5.685799999999999699e+01;1.847300000000000084e-05
5.735699999999999932e+01;1.819399999999999894e-05
5.785499999999999687e+01;1.843100000000000023e-05
5.835400000000000631e+01;5.020100000000000267e-05
5.885300000000000153e+01;1.744899999999999845e-05
5.935200000000000387e+01;1.737400000000000001e-05
5.985000000000000142e+01;7.407700000000000244e-05
6.034899999999999665e+01;1.625600000000000157e-05
6.084799999999999898e+01;1.600299999999999908e-05
6.134700000000000131e+01;1.600299999999999908e-05
6.184499999999999886e+01;1.584300000000000061e-05
6.234399999999999409e+01;1.558599999999999951e-05
6.284299999999999642e+01;1.528200000000000039e-05
6.334199999999999875e+01;1.520199999999999946e-05
6.383999999999999631e+01;1.518099999999999916e-05
6.433899999999999864e+01;1.486999999999999993e-05
6.483800000000000807e+01;1.483100000000000081e-05
6.533700000000000330e+01;1.439200000000000044e-05
6.583500000000000796e+01;1.424399999999999949e-05
6.633400000000000318e+01;1.416500000000000075e-05
6.683299999999999841e+01;1.382599999999999942e-05
6.733200000000000784e+01;3.305200000000000135e-05
6.782999999999999829e+01;1.324599999999999989e-05
6.832900000000000773e+01;1.315399999999999976e-05
6.882800000000000296e+01;1.286099999999999934e-05
6.932699999999999818e+01;1.716799999999999894e-05
6.982500000000000284e+01;1.122200000000000030e-05
7.032399999999999807e+01;7.507999999999999944e-06
7.082299999999999329e+01;7.609999999999999984e-06
7.132200000000000273e+01;7.649000000000000796e-06
7.181999999999999318e+01;7.420999999999999761e-06
7.231899999999998840e+01;7.541999999999999957e-06
7.281799999999999784e+01;7.396000000000000000e-06
7.331699999999999307e+01;7.449000000000000170e-06
7.381500000000001194e+01;7.320999999999999871e-06
7.431400000000000716e+01;7.191000000000000269e-06
7.481300000000000239e+01;7.272999999999999653e-06
7.531199999999999761e+01;7.328999999999999625e-06
7.581000000000000227e+01;7.038000000000000209e-06
7.630899999999999750e+01;6.980999999999999738e-06
7.680800000000000693e+01;6.968999999999999684e-06
7.730700000000000216e+01;7.021999999999999854e-06
7.780499999999999261e+01;6.877000000000000395e-06
7.830400000000000205e+01;6.783999999999999761e-06
7.880299999999999727e+01;6.695000000000000274e-06
7.930199999999999250e+01;6.576999999999999879e-06
7.979999999999999716e+01;6.671999999999999817e-06
8.029899999999999238e+01;6.578000000000000378e-06
8.079800000000000182e+01;6.460999999999999635e-06
8.129699999999999704e+01;6.425999999999999970e-06
8.179599999999999227e+01;6.370999999999999649e-06
8.229400000000001114e+01;6.226000000000000190e-06
8.279300000000000637e+01;6.224000000000000040e-06
8.329200000000000159e+01;6.087000000000000335e-06
8.379100000000001103e+01;6.049999999999999673e-06
8.428900000000000148e+01;6.063000000000000226e-06
8.478799999999999670e+01;5.905999999999999866e-06
8.528700000000000614e+01;5.674999999999999876e-06
8.578600000000000136e+01;5.721999999999999595e-06
8.628400000000000603e+01;5.647000000000000313e-06
8.678300000000000125e+01;5.594000000000000143e-06
8.728199999999999648e+01;5.530000000000000417e-06
8.778099999999999170e+01;5.528999999999999918e-06
8.827899999999999636e+01;5.234000000000000201e-06
8.877799999999999159e+01;5.239000000000000154e-06
8.927700000000000102e+01;5.229999999999999901e-06
8.977599999999999625e+01;5.237999999999999655e-06
9.027399999999998670e+01;4.952000000000000191e-06
9.077300000000001035e+01;4.938999999999999638e-06
9.127200000000000557e+01;4.976999999999999952e-06
