energy (keV); transmission
1.0; 0.0
1.1; 0.0
1.2000000000000002; 0.0
1.3000000000000003; 0.0
1.4000000000000004; 0.0
1.5000000000000004; 0.0
1.6000000000000005; 0.0
1.7000000000000006; 0.0
1.8000000000000007; 0.0
1.9000000000000008; 0.0
2.000000000000001; 0.0
2.100000000000001; 0.0
2.200000000000001; 0.0
2.300000000000001; 0.0
2.4000000000000012; 0.0
2.5000000000000013; 0.0
2.6000000000000014; 0.0
2.7000000000000015; 0.0
2.8000000000000016; 0.0
2.9000000000000017; 0.0
3.0000000000000018; 0.0
3.100000000000002; 0.0
3.200000000000002; 0.0
3.300000000000002; 0.0
3.400000000000002; 0.0
3.500000000000002; 0.0
3.6000000000000023; 0.0
3.7000000000000024; 0.0
3.8000000000000025; 0.0
3.9000000000000026; 0.0
4.000000000000003; 0.0
4.100000000000003; 1.12899e-317
4.200000000000003; 2.8477116245450333e-297
4.3000000000000025; 1.476036146517078e-278
4.400000000000003; 2.3055389649638907e-261
4.5000000000000036; 1.5241822820358415e-245
4.600000000000003; 5.7676824010167e-231
4.700000000000003; 1.6345935352280958e-217
4.800000000000003; 4.409596545650027e-205
4.900000000000004; 1.402882009855639e-193
5.0000000000000036; 6.376267033960654e-183
5.100000000000003; 4.920416019996683e-173
5.200000000000004; 7.54493256448854e-164
5.300000000000004; 2.64818327986379e-155
5.400000000000004; 2.415070682188745e-147
5.5000000000000036; 6.412704673479447e-140
5.600000000000004; 5.492522805323608e-133
5.700000000000005; 1.6643014708614447e-126
5.800000000000004; 1.9393200046847138e-120
5.900000000000004; 9.371369270701186e-115
6.000000000000004; 2.0109486289116087e-109
6.100000000000005; 2.0379696089860495e-104
6.200000000000005; 1.0324453650656687e-99
6.300000000000004; 2.7521608881208198e-95
6.400000000000005; 4.045164003817527e-91
6.500000000000005; 3.421539538060092e-87
6.600000000000005; 1.7318910923098536e-83
6.700000000000005; 5.437518861018737e-80
6.800000000000005; 1.0943192890465865e-76
6.900000000000006; 1.455019683792291e-73
7.000000000000005; 1.3141331469338739e-70
7.100000000000005; 8.271094546706736e-68
7.2000000000000055; 3.529980605618905e-65
7.300000000000006; 1.1578147916573923e-62
7.400000000000006; 2.8251396723788106e-60
7.500000000000005; 5.224520878320033e-58
7.600000000000006; 7.449548236102443e-56
7.700000000000006; 8.321709622326722e-54
7.800000000000006; 7.391185075612971e-52
7.900000000000006; 5.29168273747508e-50
8.000000000000007; 3.0930621614219296e-48
8.100000000000007; 1.493945538359683e-46
8.200000000000006; 6.027133745884847e-45
8.300000000000006; 2.0519469736080706e-43
8.400000000000006; 5.951838904822855e-42
8.500000000000007; 1.4840230805257627e-40
8.600000000000007; 3.207411005926556e-39
8.700000000000006; 6.055884838536457e-38
8.800000000000008; 1.006181535821326e-36
8.900000000000007; 1.4812071610864315e-35
9.000000000000007; 1.9443480809854103e-34
9.100000000000007; 2.289578904737662e-33
9.200000000000006; 2.4322280095559446e-32
9.300000000000008; 2.34322613732795e-31
9.400000000000007; 2.0575033757156128e-30
9.500000000000007; 1.654280820406476e-29
9.600000000000009; 1.2232796506529615e-28
9.700000000000008; 8.353788486440673e-28
9.800000000000008; 5.288971463875483e-27
9.900000000000007; 3.115876818294935e-26
10.000000000000007; 1.7140002155416655e-25
10.100000000000009; 8.831772989890212e-25
10.200000000000008; 4.276272215291559e-24
10.300000000000008; 1.951323947345759e-23
10.40000000000001; 8.414642339006836e-23
10.500000000000009; 3.438063693963368e-22
10.600000000000009; 1.3342343296606193e-21
10.700000000000008; 4.929471476365263e-21
