thickness (mm);transmission
0.5;0.7279153858079934
0.55;0.7094644564111781
0.6000000000000001;0.6918846666461804
0.6500000000000001;0.6751057800220686
0.7000000000000002;0.6590659926892455
0.7500000000000002;0.6437105578937463
0.8000000000000003;0.6289906998942704
0.8500000000000003;0.614862741560912
0.9000000000000004;0.6012873937322346
0.9500000000000004;0.5882291695353452
1.0000000000000004;0.5756558968699033
1.0500000000000005;0.5635383090918694
1.1000000000000005;0.5518496987413243
1.1500000000000006;0.5405656226237452
1.2000000000000006;0.5296636491026226
1.2500000000000007;0.5191231403686529
1.3000000000000007;0.5089250639000669
1.3500000000000008;0.4990518284446327
1.4000000000000008;0.48948714072320315
1.4500000000000008;0.4802158797389629
1.5000000000000009;0.4712239861201901
1.550000000000001;0.46249836435988245
1.600000000000001;0.45402679616723346
1.650000000000001;0.44579786343175465
1.700000000000001;0.43780087953472147
1.750000000000001;0.4300258279350564
1.8000000000000012;0.422463307116063
1.8500000000000012;0.41510448111186404
1.9000000000000012;0.4079410349431393
1.9500000000000013;0.40096513438470044
2.0000000000000013;0.39416938956579994
2.0500000000000016;0.3875468219704064
2.1000000000000014;0.3810908344610378
2.1500000000000012;0.374795183997811
2.2000000000000015;0.36865395676546336
2.2500000000000018;0.36266154545642826
2.3000000000000016;0.3568126284884168
2.3500000000000014;0.3511021509612247
2.4000000000000017;0.34552530718020114
2.450000000000002;0.3400775245935687
2.5000000000000018;0.3347544490079661
2.5500000000000016;0.32955193096159885
2.600000000000002;0.32446601314749257
2.650000000000002;0.3194929187908771
2.700000000000002;0.3146290408948306
2.7500000000000018;0.3098709322772394
2.800000000000002;0.30521529632998823
2.8500000000000023;0.30065897843825184
2.900000000000002;0.29619895800393703
2.950000000000002;0.29183234102277983
3.000000000000002;0.287556353169489
3.0500000000000025;0.2833683333496491
3.1000000000000023;0.2792657276809768
3.150000000000002;0.2752460838699851
3.2000000000000024;0.2713070459532021
3.2500000000000027;0.2674463493748744
3.3000000000000025;0.2636618163755825
3.3500000000000023;0.25995135166843336
3.4000000000000026;0.2563129383815235
3.450000000000003;0.25274463424719035
3.5000000000000027;0.24924456802020578
3.5500000000000025;0.24581093610857097
3.6000000000000028;0.242441999401908
3.650000000000003;0.23913608028367186
3.700000000000003;0.23589155981451576
3.7500000000000027;0.23270687507515003
3.800000000000003;0.22958051665795695
3.850000000000003;0.2265110262974521
3.900000000000003;0.22349699463045367
3.950000000000003;0.22053705907751217
4.0000000000000036;0.2176299018377892
4.050000000000003;0.2147742479901581
4.100000000000003;0.21196886369382728
4.150000000000003;0.2092125544822832
4.200000000000003;0.2065041636447889
4.2500000000000036;0.20384257069008954
4.300000000000003;0.20122668988735642
4.350000000000003;0.1986554688797457
4.400000000000004;0.19612788736626668
4.450000000000004;0.19364295584795646
4.5000000000000036;0.19119971443461958
4.550000000000003;0.1887972317086535
4.600000000000003;0.18643460364270475
4.650000000000004;0.18411095256811638
4.700000000000004;0.18182542619133324
4.7500000000000036;0.17957719665560135
4.800000000000004;0.17736545964548264
4.850000000000004;0.17518943353185476
4.900000000000004;0.173048358555215
4.950000000000004;0.17094149604524436
5.0000000000000036;0.1688681276747141
5.050000000000004;0.16682755474593217
5.100000000000004;0.16481909750803858
5.150000000000004;0.16284209450356188
5.200000000000005;0.16089590194274161
5.250000000000004;0.15897989310420765
5.300000000000004;0.15709345776069786
5.350000000000004;0.15523600162856402
5.400000000000004;0.15340694583989126
5.450000000000005;0.15160572643612763
5.500000000000004;0.149831793882173
5.550000000000004;0.14808461259994865
5.600000000000005;0.14636366052050997
5.650000000000005;0.1446684286538308
5.700000000000005;0.14299842067541935
5.750000000000004;0.14135315252899108
5.800000000000004;0.13973215204444608
5.850000000000005;0.13813495857045396
5.900000000000005;0.13656112262097803
5.950000000000005;0.1350102055351087
6.000000000000005;0.13348177914961018
